"Date and Time","NO<sub>2</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2021-01-12 22:00:00",40.96,32.37,30.57
"2021-01-12 23:00:00",37.64,31.76,30.58
"2021-01-13 00:00:00",46.53,27.84,26.61
"2021-01-13 01:00:00",43.14,26.3,24.96
"2021-01-13 02:00:00",43,29.5,28.36
"2021-01-13 03:00:00",19.4,13.96,13.35
"2021-01-13 04:00:00",2.43,1,0.68
"2021-01-13 05:00:00",3.74,1.47,0.7
"2021-01-13 06:00:00",8.65,1.02,0.53
"2021-01-13 07:00:00",20.88,1.51,0.78
"2021-01-13 08:00:00",25.87,1.99,1.03
"2021-01-13 09:00:00",24.56,2.37,1.34
"2021-01-13 10:00:00",26.73,3.67,1.75
"2021-01-13 11:00:00",29.58,2.94,1.55
"2021-01-13 12:00:00",19.4,5.2,3.62
"2021-01-13 13:00:00",14.13,4.23,2.17
"2021-01-13 14:00:00",11.17,5.26,2.39
"2021-01-13 15:00:00",10.77,4.37,2.24
"2021-01-13 16:00:00",12.24,4.78,2.9
"2021-01-13 17:00:00",14.27,5.82,4.97
"2021-01-13 18:00:00",14.41,7.59,7
"2021-01-13 19:00:00",10.31,7.9,7.22
"2021-01-13 20:00:00",8.22,6.9,6.36
"2021-01-13 21:00:00",6.6,5.97,5.38
"2021-01-13 22:00:00",4.82,5.9,5.37
"2021-01-13 23:00:00",4.9,3.62,3.23
"2021-01-14 00:00:00",5.26,3.65,3.29
"2021-01-14 01:00:00",5.61,4.7,4.41
"2021-01-14 02:00:00",3.05,2.66,2.29
"2021-01-14 03:00:00",4.29,1.81,1.52
"2021-01-14 04:00:00",8.48,1.33,0.84
"2021-01-14 05:00:00",2,1.1,0.69
"2021-01-14 06:00:00",3.79,1.37,0.63
"2021-01-14 07:00:00",12.54,1.72,0.91
"2021-01-14 08:00:00",13.66,2.49,1.25
"2021-01-14 09:00:00",20.39,2.54,1.44
"2021-01-14 10:00:00",17.94,2.4,1.23
"2021-01-14 11:00:00",18.84,6.18,3
"2021-01-14 12:00:00",16.31,10.18,4.5
"2021-01-14 13:00:00",12.37,16.53,5.98
"2021-01-14 14:00:00",13.11,17.4,6.22
"2021-01-14 15:00:00",14.62,16.98,6.02
"2021-01-14 16:00:00",14.12,17.88,6.36
"2021-01-14 17:00:00",25.27,18.01,7.6
"2021-01-14 18:00:00",35.59,19.66,11.82
"2021-01-14 19:00:00",43.23,21.49,16.45
"2021-01-14 20:00:00",40.56,25.42,20.18
"2021-01-14 21:00:00",34.11,19.33,15.65
"2021-01-14 22:00:00",25.7,17.9,13.74
"2021-01-14 23:00:00",25.05,21.92,17.36
"2021-01-15 00:00:00",20.42,19.19,15.17
"2021-01-15 01:00:00",23.63,55.64,49.53
"2021-01-15 02:00:00",24.7,18.34,14.42
"2021-01-15 03:00:00",21.99,18.89,15.93
"2021-01-15 04:00:00",17.35,18.93,17.15
"2021-01-15 05:00:00",22.28,18.55,18.07
"2021-01-15 06:00:00",29.26,18.07,17.57
"2021-01-15 07:00:00",37.65,16.77,15.44
"2021-01-15 08:00:00",37.78,20.87,17.99
"2021-01-15 09:00:00",42.69,23.2,19.1
"2021-01-15 10:00:00",46.79,26.01,18.15
"2021-01-15 11:00:00",54.04,34.63,21.87
"2021-01-15 12:00:00",52.59,45.31,26.78
"2021-01-15 13:00:00",38.27,28.96,17.18
"2021-01-15 14:00:00",23.08,12.22,7.47
"2021-01-15 15:00:00",25.56,15.82,8.48
"2021-01-15 16:00:00",13.77,10.12,6.23
"2021-01-15 17:00:00",13.41,10.37,7.02
"2021-01-15 18:00:00",11.91,11.76,9.01
"2021-01-15 19:00:00",14.22,14.76,12.32
"2021-01-15 20:00:00",6.56,7.2,6.24
"2021-01-15 21:00:00",4.87,6.94,5.22
"2021-01-15 22:00:00",3.49,3.99,3.23
"2021-01-15 23:00:00",3.47,3.44,2.61
"2021-01-16 00:00:00",1.62,1.48,0.92
"2021-01-16 01:00:00",1.01,0.74,0.55
"2021-01-16 02:00:00",0.66,0.52,0.34
"2021-01-16 03:00:00",0.77,0.72,0.54
"2021-01-16 04:00:00",1.4,1.76,0.97
"2021-01-16 05:00:00",1.6,3.99,2.44
"2021-01-16 06:00:00",2.43,8.21,4.25
"2021-01-16 07:00:00",4.06,10.36,5.46
"2021-01-16 08:00:00",5.82,9.93,5.45
"2021-01-16 09:00:00",10.83,11.26,6.47
"2021-01-16 10:00:00",18.75,12.36,7.04
"2021-01-16 11:00:00",22,12.79,7.68
"2021-01-16 12:00:00",10.38,12.15,7.61
"2021-01-16 13:00:00",9.17,15.06,8.51
"2021-01-16 14:00:00",6.84,19.8,10.08
"2021-01-16 15:00:00",9.6,26.29,13.51
"2021-01-16 16:00:00",11.17,27.46,15.25
"2021-01-16 17:00:00",12.97,27.07,14.56
"2021-01-16 18:00:00",16.33,26.02,14.98
"2021-01-16 19:00:00",13.82,28.37,17.2
"2021-01-16 20:00:00",11.17,29.54,17.89
"2021-01-16 21:00:00",9.8,25.82,16.74
"2021-01-16 22:00:00",6.05,21.03,13.71
"2021-01-16 23:00:00",3.86,15.72,10.86
"2021-01-17 00:00:00",3.24,14.39,9.04
"2021-01-17 01:00:00",3.53,9.96,7.09
"2021-01-17 02:00:00",2.09,7.85,5.45
"2021-01-17 03:00:00",1.63,8.47,5.38
"2021-01-17 04:00:00",0.93,9.69,5.37
"2021-01-17 05:00:00",1.72,10.09,5.45
"2021-01-17 06:00:00",2.31,10.79,5.6
"2021-01-17 07:00:00",6.24,11.68,5.92
"2021-01-17 08:00:00",7.94,11.05,5.78
"2021-01-17 09:00:00",5.78,13.15,6.28
"2021-01-17 10:00:00",6.65,17.04,7.13
"2021-01-17 11:00:00",6.95,15.92,6.88
"2021-01-17 12:00:00",10.28,17.72,7.89
"2021-01-17 13:00:00",10.79,20.1,8.53
"2021-01-17 14:00:00",13.65,17.93,8.75
"2021-01-17 15:00:00",12.68,16.51,8.46
"2021-01-17 16:00:00",15.62,15.93,9.11
"2021-01-17 17:00:00",11.83,14.98,9.69
"2021-01-17 18:00:00",9.11,14.04,10.16
"2021-01-17 19:00:00",8.01,13.76,10.16
"2021-01-17 20:00:00",10.77,13.71,9.83
"2021-01-17 21:00:00",7.43,12.46,8.66
"2021-01-17 22:00:00",5.27,11.08,7.3
"2021-01-17 23:00:00",4.38,8.27,5.52
"2021-01-18 00:00:00",2.92,6.85,4.89
"2021-01-18 01:00:00",1.22,5.65,4.1
"2021-01-18 02:00:00",0.74,6.17,3.9
"2021-01-18 03:00:00",0.93,6.51,4.31
"2021-01-18 04:00:00",0.69,6.32,3.64
"2021-01-18 05:00:00",1.71,5.45,2.94
"2021-01-18 06:00:00",13.99,6.14,2.82
"2021-01-18 07:00:00",26.13,9.4,3.45
"2021-01-18 08:00:00",46.04,17.89,5.08
"2021-01-18 09:00:00",33.09,24.59,6.57
"2021-01-18 10:00:00",29.19,13.23,6.32
"2021-01-18 11:00:00",21.8,14.84,6.11
"2021-01-18 12:00:00",22.43,16.93,7.05
"2021-01-18 13:00:00",31.87,24.27,8.81
"2021-01-18 14:00:00",32.77,8.91,5.11
"2021-01-18 15:00:00",42.47,7.3,5.18
"2021-01-18 16:00:00",50.4,18.02,12.32
"2021-01-18 17:00:00",55.75,28.87,22.83
"2021-01-18 18:00:00",47.65,32.51,27.87
"2021-01-18 19:00:00",15.51,10.41,10.01
"2021-01-18 20:00:00",14.74,11.65,10.61
"2021-01-18 21:00:00",12.09,8.77,8.02
"2021-01-18 22:00:00",10.28,7,6.33
"2021-01-18 23:00:00",9.14,6.21,5.87
"2021-01-19 00:00:00",14.39,11.6,10.89
"2021-01-19 01:00:00",36.96,15.49,14.82
"2021-01-19 02:00:00",10.09,5.83,5.15
"2021-01-19 03:00:00",5.58,1.78,1.43
"2021-01-19 04:00:00",5.02,2.44,2.16
"2021-01-19 05:00:00",6.08,2.77,2.48
"2021-01-19 06:00:00",24.37,2.27,1.5
"2021-01-19 07:00:00",32.21,3.35,2.46
"2021-01-19 08:00:00",9.67,3.7,2.2
"2021-01-19 09:00:00",10.6,2.72,1.47
"2021-01-19 10:00:00",12.55,2.6,1.5
"2021-01-19 11:00:00",13.64,2.93,2.11
"2021-01-19 12:00:00",11.9,5.4,2.67
"2021-01-19 13:00:00",11.37,3.14,2.21
"2021-01-19 14:00:00",10.08,2,1.45
"2021-01-19 15:00:00",11.57,2.64,1.7
"2021-01-19 16:00:00",14.49,4.13,3.21
"2021-01-19 17:00:00",10.74,4.99,4.54
"2021-01-19 18:00:00",11.7,5.89,5.06
"2021-01-19 19:00:00",8.67,6.99,6.59
"2021-01-19 20:00:00",7.22,5.75,4.68
"2021-01-19 21:00:00",6.7,7.18,3.95
"2021-01-19 22:00:00",4.47,7.45,3.86
"2021-01-19 23:00:00",1.93,3.99,2.6
"2021-01-20 00:00:00",2.26,2.2,1.83
"2021-01-20 01:00:00",1.21,2.54,1.98
"2021-01-20 02:00:00",0.7,1.91,1.5
"2021-01-20 03:00:00",2.73,1.5,1.37
"2021-01-20 04:00:00",3.36,2.06,1.62
"2021-01-20 05:00:00",1.43,1.17,0.94
"2021-01-20 06:00:00",10.63,1.66,1.19
"2021-01-20 07:00:00",25.02,2.72,1.99
"2021-01-20 08:00:00",28.53,3.79,2.96
"2021-01-20 09:00:00",35.51,3.6,2.85
"2021-01-20 10:00:00",38.86,4.79,3.74
"2021-01-20 11:00:00",46.45,5.94,4.03
"2021-01-20 12:00:00",30.49,7.19,5.47
"2021-01-20 13:00:00",29.68,6.3,5.43
"2021-01-20 14:00:00",32.25,7.16,6.28
"2021-01-20 15:00:00",34.01,9.28,8.2
"2021-01-20 16:00:00",52.51,8.87,7.16
"2021-01-20 17:00:00",52.72,19.54,17.34
"2021-01-20 18:00:00",36.05,16.51,15.1
"2021-01-20 19:00:00",25.76,12.75,11.63
