,datetime,rain,rhum,msl,temp,wetb,dewpt,vappr,pm10,pm2.5,hour,day,month
9213,2022-01-19 21:00:00,0.0,88.0,1035.7,4.0,3.3,2.3,7.2,22.97,18.81,21,19,1
9214,2022-01-19 22:00:00,0.0,90.0,1036.3,3.3,2.8,2.0,7.0,19.09,14.42,22,19,1
9215,2022-01-19 23:00:00,0.0,89.0,1036.7,3.6,3.0,2.0,7.0,16.13,12.17,23,19,1
9216,2022-01-20 00:00:00,0.0,89.0,1037.0,3.4,2.8,1.8,7.0,13.04,8.45,0,20,1
9217,2022-01-20 01:00:00,0.0,90.0,1037.2,3.1,2.6,1.7,6.9,10.51,6.84,1,20,1
9218,2022-01-20 02:00:00,0.0,92.0,1037.8,2.6,2.2,1.5,6.8,10.67,6.89,2,20,1
9219,2022-01-20 03:00:00,0.0,93.0,1038.0,2.3,2.0,1.4,6.8,9.78,6.45,3,20,1
9220,2022-01-20 04:00:00,0.0,94.0,1038.5,2.1,1.8,1.3,6.7,9.7,6.15,4,20,1
9221,2022-01-20 05:00:00,0.0,94.0,1038.4,2.0,1.7,1.2,6.7,9.86,6.07,5,20,1
9222,2022-01-20 06:00:00,0.0,95.0,1038.9,1.9,1.7,1.2,6.7,11.18,6.66,6,20,1
9223,2022-01-20 07:00:00,0.0,95.0,1039.9,1.3,1.1,0.7,6.4,12.35,7.0,7,20,1
9224,2022-01-20 08:00:00,0.0,95.0,1040.5,0.6,0.4,0.0,6.1,14.81,7.78,8,20,1
9225,2022-01-20 09:00:00,0.0,96.0,1040.9,0.7,0.5,0.2,6.2,15.89,8.42,9,20,1
9226,2022-01-20 10:00:00,0.0,96.0,1041.2,1.2,1.0,0.7,6.4,15.34,8.64,10,20,1
9227,2022-01-20 11:00:00,0.0,95.0,1041.7,2.7,2.5,2.0,7.1,18.02,9.5,11,20,1
9228,2022-01-20 12:00:00,0.0,93.0,1041.8,4.0,3.6,3.0,7.6,21.52,11.72,12,20,1
9229,2022-01-20 13:00:00,0.0,87.0,1041.2,5.4,4.6,3.5,7.8,25.74,13.92,13,20,1
9230,2022-01-20 14:00:00,0.0,83.0,1041.1,6.3,5.2,3.7,8.0,25.73,11.8,14,20,1
9231,2022-01-20 15:00:00,0.0,82.0,1040.8,6.7,5.4,3.8,8.0,30.64,13.85,15,20,1
9232,2022-01-20 16:00:00,0.0,72.0,1040.8,6.7,4.8,2.1,7.1,34.73,16.02,16,20,1
9233,2022-01-20 17:00:00,0.0,73.0,1041.4,6.1,4.4,1.8,7.0,46.96,19.16,17,20,1
9234,2022-01-20 18:00:00,0.0,80.0,1042.0,5.3,4.1,2.3,7.2,62.86,23.15,18,20,1
9235,2022-01-20 19:00:00,0.0,84.0,1042.1,5.0,4.1,2.6,7.4,58.67,31.03,19,20,1
9236,2022-01-20 20:00:00,0.0,87.0,1042.1,4.6,3.8,2.6,7.4,62.56,43.95,20,20,1
9237,2022-01-20 21:00:00,0.0,85.0,1042.0,4.8,3.9,2.5,7.3,72.87,59.81,21,20,1
9238,2022-01-20 22:00:00,0.0,86.0,1042.1,4.9,4.0,2.7,7.4,50.73,40.02,22,20,1
9239,2022-01-20 23:00:00,0.0,85.0,1042.2,4.9,4.0,2.6,7.4,45.14,36.99,23,20,1
9240,2022-01-21 00:00:00,0.0,84.0,1042.1,4.9,3.9,2.5,7.3,41.53,33.3,0,21,1
9241,2022-01-21 01:00:00,0.0,84.0,1041.9,4.9,3.9,2.5,7.3,36.16,28.69,1,21,1
9242,2022-01-21 02:00:00,0.0,83.0,1041.4,4.9,3.9,2.3,7.2,20.86,15.78,2,21,1
9243,2022-01-21 03:00:00,0.0,82.0,1041.5,4.8,3.7,2.1,7.1,19.91,15.25,3,21,1
9244,2022-01-21 04:00:00,0.0,80.0,1041.3,5.0,3.8,2.0,7.1,19.01,14.23,4,21,1
9245,2022-01-21 05:00:00,0.0,82.0,1041.5,5.0,3.9,2.3,7.2,17.58,12.08,5,21,1
9246,2022-01-21 06:00:00,0.0,86.0,1041.6,4.9,4.0,2.8,7.5,18.8,13.39,6,21,1
9247,2022-01-21 07:00:00,0.0,86.0,1041.8,5.1,4.2,3.0,7.6,16.14,10.28,7,21,1
9248,2022-01-21 08:00:00,0.0,88.0,1041.6,4.9,4.2,3.1,7.6,12.74,7.78,8,21,1
9249,2022-01-21 09:00:00,0.0,88.0,1041.9,4.9,4.2,3.1,7.6,14.98,8.54,9,21,1
9250,2022-01-21 10:00:00,0.0,86.0,1041.7,5.3,4.4,3.2,7.7,17.93,8.54,10,21,1
9251,2022-01-21 11:00:00,0.0,82.0,1041.8,5.8,4.7,3.1,7.6,22.08,8.61,11,21,1
9252,2022-01-21 12:00:00,0.0,77.0,1041.5,6.3,4.8,2.6,7.4,29.77,9.75,12,21,1
9253,2022-01-21 13:00:00,0.0,77.0,1041.0,6.7,5.2,3.0,7.6,52.33,15.05,13,21,1
9254,2022-01-21 14:00:00,0.0,69.0,1040.6,6.8,4.7,1.6,6.9,26.36,9.11,14,21,1
9255,2022-01-21 15:00:00,0.0,71.0,1040.1,6.7,4.7,1.8,7.0,31.08,10.03,15,21,1
9256,2022-01-21 16:00:00,0.0,70.0,1040.1,6.3,4.3,1.3,6.7,26.52,10.74,16,21,1
9257,2022-01-21 17:00:00,0.0,71.0,1039.8,5.9,4.1,1.2,6.7,29.61,14.69,17,21,1
9258,2022-01-21 18:00:00,0.0,73.0,1039.6,5.6,3.9,1.3,6.7,29.46,17.76,18,21,1
9259,2022-01-21 19:00:00,0.0,74.0,1039.8,5.6,3.9,1.5,6.8,33.7,21.19,19,21,1
9260,2022-01-21 20:00:00,0.0,76.0,1040.2,5.6,4.1,1.8,7.0,32.64,20.88,20,21,1
9261,2022-01-21 21:00:00,0.0,76.0,1040.1,5.6,4.1,1.8,7.0,28.66,19.66,21,21,1
9262,2022-01-21 22:00:00,0.0,77.0,1039.7,5.5,4.1,1.9,7.0,20.76,15.18,22,21,1
9263,2022-01-21 23:00:00,0.0,79.0,1039.6,5.7,4.3,2.4,7.3,16.93,13.06,23,21,1
9264,2022-01-22 00:00:00,0.0,80.0,1039.6,5.9,4.6,2.7,7.4,11.32,9.32,0,22,1
9265,2022-01-22 01:00:00,0.0,81.0,1039.5,6.0,4.8,3.0,7.6,8.98,7.25,1,22,1
9266,2022-01-22 02:00:00,0.0,83.0,1039.0,5.9,4.8,3.2,7.7,7.32,5.58,2,22,1
9267,2022-01-22 03:00:00,0.0,87.0,1038.9,5.6,4.8,3.7,7.9,7.69,5.84,3,22,1
9268,2022-01-22 04:00:00,0.0,93.0,1038.4,5.3,4.8,4.3,8.3,7.14,5.85,4,22,1
9269,2022-01-22 05:00:00,0.0,94.0,1038.5,5.4,5.1,4.6,8.5,5.48,4.64,5,22,1
9270,2022-01-22 06:00:00,0.1,94.0,1038.4,5.4,5.1,4.6,8.5,5.12,4.31,6,22,1
9271,2022-01-22 07:00:00,0.0,95.0,1038.4,5.6,5.3,4.8,8.6,5.02,4.19,7,22,1
9272,2022-01-22 08:00:00,0.0,93.0,1038.3,5.7,5.3,4.8,8.6,6.22,4.38,8,22,1
9273,2022-01-22 09:00:00,0.0,91.0,1038.7,6.0,5.4,4.7,8.5,7.48,4.59,9,22,1
9274,2022-01-22 10:00:00,0.0,92.0,1038.8,6.1,5.6,5.0,8.7,8.45,5.44,10,22,1
9275,2022-01-22 11:00:00,0.0,90.0,1038.7,6.7,6.1,5.3,8.9,4.96,3.26,11,22,1
9276,2022-01-22 12:00:00,0.0,88.0,1038.6,7.4,6.6,5.6,9.1,7.62,2.93,12,22,1
9277,2022-01-22 13:00:00,0.0,90.0,1038.4,7.0,6.4,5.6,9.1,8.59,3.54,13,22,1
9278,2022-01-22 14:00:00,0.0,86.0,1037.9,7.5,6.6,5.5,9.0,10.81,5.33,14,22,1
9279,2022-01-22 15:00:00,0.0,84.0,1037.3,7.6,6.5,5.2,8.8,9.73,5.46,15,22,1
9280,2022-01-22 16:00:00,0.0,84.0,1037.0,7.6,6.5,5.1,8.8,11.42,7.36,16,22,1
9281,2022-01-22 17:00:00,0.0,83.0,1037.2,7.3,6.2,4.8,8.6,10.68,6.63,17,22,1
9282,2022-01-22 18:00:00,0.0,80.0,1037.3,7.6,6.2,4.4,8.3,12.43,8.33,18,22,1
9283,2022-01-22 19:00:00,0.0,79.0,1037.3,7.4,6.0,4.1,8.2,15.86,12.41,19,22,1
9284,2022-01-22 20:00:00,0.0,80.0,1037.1,7.3,5.9,4.1,8.2,13.56,11.33,20,22,1
9285,2022-01-22 21:00:00,0.0,79.0,1036.8,7.1,5.7,3.9,8.0,16.2,14.65,21,22,1
9286,2022-01-22 22:00:00,0.0,79.0,1036.5,6.9,5.5,3.6,7.9,14.87,13.29,22,22,1
9287,2022-01-22 23:00:00,0.0,79.0,1036.3,6.8,5.4,3.6,7.9,13.61,12.24,23,22,1
9288,2022-01-23 00:00:00,0.0,77.0,1036.0,6.6,5.1,3.0,7.6,10.04,8.24,0,23,1
9289,2022-01-23 01:00:00,0.0,73.0,1035.7,6.7,4.9,2.3,7.2,7.92,5.88,1,23,1
9290,2022-01-23 02:00:00,0.0,71.0,1034.9,6.4,4.5,1.7,6.9,8.44,6.43,2,23,1
9291,2022-01-23 03:00:00,0.0,71.0,1034.8,6.1,4.2,1.3,6.7,7.95,5.87,3,23,1
9292,2022-01-23 04:00:00,0.0,74.0,1034.7,5.7,4.0,1.4,6.8,8.44,7.03,4,23,1
9293,2022-01-23 05:00:00,0.0,76.0,1034.3,5.5,3.9,1.7,6.9,9.39,7.4,5,23,1
9294,2022-01-23 06:00:00,0.0,74.0,1034.0,5.6,4.0,1.5,6.8,9.62,6.27,6,23,1
9295,2022-01-23 07:00:00,0.0,71.0,1033.7,5.7,3.8,1.0,6.6,8.61,6.08,7,23,1
9296,2022-01-23 08:00:00,0.0,72.0,1033.7,5.6,3.9,1.1,6.6,8.63,6.48,8,23,1
9297,2022-01-23 09:00:00,0.0,73.0,1033.7,5.8,4.1,1.5,6.8,9.11,4.93,9,23,1
9298,2022-01-23 10:00:00,0.0,72.0,1033.6,6.3,4.5,1.8,6.9,8.41,4.02,10,23,1
9299,2022-01-23 11:00:00,0.0,70.0,1033.5,6.7,4.7,1.7,6.9,8.62,3.91,11,23,1
9300,2022-01-23 12:00:00,0.0,70.0,1033.0,7.1,5.0,2.1,7.1,7.55,3.67,12,23,1
9301,2022-01-23 13:00:00,0.0,70.0,1032.2,7.3,5.2,2.3,7.2,8.34,4.63,13,23,1
9302,2022-01-23 14:00:00,0.0,70.0,1031.6,7.3,5.2,2.3,7.2,13.07,5.84,14,23,1
9303,2022-01-23 15:00:00,0.0,73.0,1031.3,7.3,5.4,2.8,7.5,17.47,8.2,15,23,1
9304,2022-01-23 16:00:00,0.0,72.0,1031.0,7.2,5.3,2.6,7.3,16.72,9.89,16,23,1
9305,2022-01-23 17:00:00,0.0,74.0,1031.1,7.0,5.2,2.8,7.5,20.01,12.91,17,23,1
9306,2022-01-23 18:00:00,0.0,74.0,1031.0,7.0,5.2,2.8,7.5,23.84,15.88,18,23,1
9307,2022-01-23 19:00:00,0.0,75.0,1030.7,6.9,5.2,2.8,7.5,25.11,16.49,19,23,1
9308,2022-01-23 20:00:00,0.0,75.0,1030.8,7.2,5.5,3.2,7.7,30.0,20.12,20,23,1
9309,2022-01-23 21:00:00,0.0,74.0,1030.7,7.3,5.5,3.0,7.6,24.53,14.84,21,23,1
9310,2022-01-23 22:00:00,0.0,74.0,1030.7,7.3,5.5,3.0,7.6,26.31,16.09,22,23,1
9311,2022-01-23 23:00:00,0.0,73.0,1030.8,7.4,5.5,3.0,7.6,22.79,11.93,23,23,1
9312,2022-01-24 00:00:00,0.0,73.0,1030.7,7.4,5.5,3.0,7.6,22.17,10.85,0,24,1
9313,2022-01-24 01:00:00,0.0,71.0,1030.6,7.5,5.5,2.7,7.4,24.08,11.22,1,24,1
9314,2022-01-24 02:00:00,0.0,70.0,1030.2,7.5,5.4,2.5,7.3,27.28,11.61,2,24,1
9315,2022-01-24 03:00:00,0.0,72.0,1030.3,7.4,5.5,2.8,7.5,26.7,12.08,3,24,1
9316,2022-01-24 04:00:00,0.0,83.0,1030.0,4.6,3.5,2.0,7.0,19.5,10.16,4,24,1
9317,2022-01-24 05:00:00,0.0,89.0,1030.3,4.0,3.3,2.4,7.3,20.75,10.92,5,24,1
9318,2022-01-24 06:00:00,0.0,91.0,1030.4,3.6,3.2,2.4,7.3,22.53,12.72,6,24,1
9319,2022-01-24 07:00:00,0.0,95.0,1030.7,1.9,1.6,1.2,6.7,27.49,14.9,7,24,1
9320,2022-01-24 08:00:00,0.0,95.0,1031.1,1.7,1.5,1.1,6.6,29.0,17.64,8,24,1
9321,2022-01-24 09:00:00,0.0,96.0,1031.8,1.7,1.5,1.2,6.6,37.73,21.38,9,24,1
9322,2022-01-24 10:00:00,0.0,97.0,1032.1,3.0,2.9,2.7,7.4,55.37,27.86,10,24,1
9323,2022-01-24 11:00:00,0.0,94.0,1032.3,5.8,5.4,4.9,8.7,55.26,29.22,11,24,1
9324,2022-01-24 12:00:00,0.0,76.0,1031.9,7.5,5.9,3.7,7.9,49.6,24.83,12,24,1
9325,2022-01-24 13:00:00,0.0,65.0,1031.6,8.9,6.3,2.8,7.4,49.41,22.82,13,24,1
9326,2022-01-24 14:00:00,0.0,70.0,1031.5,8.5,6.4,3.5,7.9,55.21,24.21,14,24,1
9327,2022-01-24 15:00:00,0.0,75.0,1031.3,7.9,6.2,3.8,8.0,54.54,24.24,15,24,1
9328,2022-01-24 16:00:00,0.0,80.0,1031.7,7.2,5.9,4.1,8.2,55.12,29.07,16,24,1
9329,2022-01-24 17:00:00,0.0,83.0,1032.0,6.4,5.3,3.8,8.0,53.01,31.37,17,24,1
9330,2022-01-24 18:00:00,0.0,85.0,1032.7,5.8,4.9,3.5,7.9,56.07,37.93,18,24,1
9331,2022-01-24 19:00:00,0.0,85.0,1032.8,5.6,4.7,3.4,7.8,53.92,36.47,19,24,1
9332,2022-01-24 20:00:00,0.0,85.0,1033.1,5.7,4.8,3.5,7.8,54.62,36.73,20,24,1
9333,2022-01-24 21:00:00,0.0,86.0,1033.4,5.5,4.6,3.4,7.8,43.31,32.43,21,24,1
9334,2022-01-24 22:00:00,0.0,85.0,1033.6,5.4,4.5,3.3,7.7,36.14,26.89,22,24,1
9335,2022-01-24 23:00:00,0.0,84.0,1033.7,5.5,4.5,3.1,7.6,33.92,27.22,23,24,1
9336,2022-01-25 00:00:00,0.0,85.0,1033.5,5.3,4.4,3.1,7.6,27.59,22.8,0,25,1
9337,2022-01-25 01:00:00,0.0,78.0,1033.6,5.7,4.3,2.2,7.2,23.54,19.26,1,25,1
9338,2022-01-25 02:00:00,0.0,81.0,1033.3,5.4,4.2,2.5,7.3,20.82,18.01,2,25,1
9339,2022-01-25 03:00:00,0.0,77.0,1033.1,5.5,4.0,1.9,7.0,16.19,14.23,3,25,1
9340,2022-01-25 04:00:00,0.0,79.0,1032.8,5.3,4.1,2.1,7.1,15.47,14.29,4,25,1
9341,2022-01-25 05:00:00,0.0,84.0,1032.6,5.1,4.2,2.8,7.4,16.28,14.64,5,25,1
9342,2022-01-25 06:00:00,0.0,82.0,1032.7,5.4,4.2,2.6,7.4,24.17,16.42,6,25,1
9343,2022-01-25 07:00:00,0.0,76.0,1032.8,5.7,4.2,2.0,7.0,17.25,12.84,7,25,1
9344,2022-01-25 08:00:00,0.0,79.0,1033.2,5.6,4.3,2.3,7.2,21.45,13.65,8,25,1
9345,2022-01-25 09:00:00,0.0,80.0,1033.7,5.4,4.2,2.4,7.2,35.91,17.41,9,25,1
9346,2022-01-25 10:00:00,0.0,81.0,1033.6,5.6,4.4,2.7,7.4,28.91,17.44,10,25,1
9347,2022-01-25 11:00:00,0.0,80.0,1033.6,6.1,4.8,3.0,7.6,31.45,17.42,11,25,1
9348,2022-01-25 12:00:00,0.0,73.0,1033.5,7.3,5.5,3.0,7.6,27.74,14.77,12,25,1
9349,2022-01-25 13:00:00,0.0,69.0,1033.4,7.7,5.6,2.5,7.3,29.59,13.15,13,25,1
9350,2022-01-25 14:00:00,0.0,69.0,1033.1,7.6,5.4,2.3,7.2,35.54,12.41,14,25,1
9351,2022-01-25 15:00:00,0.0,69.0,1032.6,7.9,5.7,2.7,7.4,35.26,12.85,15,25,1
9352,2022-01-25 16:00:00,0.0,70.0,1032.7,7.4,5.3,2.3,7.2,43.23,14.71,16,25,1
9353,2022-01-25 17:00:00,0.0,83.0,1033.1,4.9,3.8,2.3,7.2,52.23,26.97,17,25,1
9354,2022-01-25 18:00:00,0.0,88.0,1033.7,3.2,2.6,1.5,6.8,64.26,39.47,18,25,1
9355,2022-01-25 19:00:00,0.0,91.0,1034.0,3.0,2.5,1.7,6.9,63.46,42.65,19,25,1
9356,2022-01-25 20:00:00,0.0,91.0,1033.8,3.0,2.5,1.8,7.0,42.86,29.6,20,25,1
9357,2022-01-25 21:00:00,0.0,91.0,1033.8,3.5,3.0,2.2,7.2,46.16,32.72,21,25,1
9358,2022-01-25 22:00:00,0.0,93.0,1033.6,1.5,1.1,0.5,6.3,42.46,33.64,22,25,1
9359,2022-01-25 23:00:00,0.0,93.0,1034.0,3.0,2.6,2.0,7.0,30.54,22.49,23,25,1
9360,2022-01-26 00:00:00,0.0,92.0,1034.1,3.6,3.2,2.5,7.3,32.75,19.01,0,26,1
9361,2022-01-26 01:00:00,0.0,93.0,1034.1,3.7,3.3,2.7,7.4,23.48,15.13,1,26,1
9362,2022-01-26 02:00:00,0.0,86.0,1034.0,5.7,4.8,3.6,7.9,21.44,16.27,2,26,1
9363,2022-01-26 03:00:00,0.0,84.0,1033.4,6.0,5.0,3.6,7.9,23.77,19.33,3,26,1
9364,2022-01-26 04:00:00,0.0,86.0,1033.0,5.8,4.9,3.7,8.0,15.66,11.28,4,26,1
9365,2022-01-26 05:00:00,0.0,84.0,1032.5,6.2,5.2,3.9,8.1,17.36,12.06,5,26,1
9366,2022-01-26 06:00:00,0.0,85.0,1032.6,5.9,4.9,3.6,7.9,16.76,11.09,6,26,1
9367,2022-01-26 07:00:00,0.0,79.0,1031.7,6.2,4.8,2.9,7.5,13.71,8.8,7,26,1
9368,2022-01-26 08:00:00,0.0,76.0,1031.7,6.5,4.9,2.6,7.4,19.47,11.93,8,26,1
9369,2022-01-26 09:00:00,0.0,76.0,1031.6,6.4,4.8,2.5,7.3,17.62,10.56,9,26,1
9370,2022-01-26 10:00:00,0.0,71.0,1031.3,7.6,5.6,2.8,7.5,25.25,10.49,10,26,1
9371,2022-01-26 11:00:00,0.0,68.0,1031.1,8.7,6.3,3.1,7.6,17.2,7.1,11,26,1
9372,2022-01-26 12:00:00,0.0,64.0,1030.5,9.1,6.3,2.7,7.4,31.93,10.05,12,26,1
9373,2022-01-26 13:00:00,0.0,65.0,1029.9,9.4,6.8,3.2,7.7,40.87,11.69,13,26,1
9374,2022-01-26 14:00:00,0.0,67.0,1028.4,9.5,7.0,3.7,8.0,27.05,10.43,14,26,1
9375,2022-01-26 15:00:00,0.0,70.0,1027.3,9.4,7.1,4.2,8.2,24.96,10.52,15,26,1
9376,2022-01-26 16:00:00,0.0,71.0,1026.6,9.7,7.4,4.7,8.5,32.97,11.54,16,26,1
9377,2022-01-26 17:00:00,0.0,74.0,1026.0,9.4,7.5,5.1,8.8,31.02,10.46,17,26,1
9378,2022-01-26 18:00:00,0.0,77.0,1025.6,9.2,7.6,5.6,9.1,38.99,12.5,18,26,1
9379,2022-01-26 19:00:00,0.0,79.0,1025.5,9.7,8.1,6.3,9.6,25.52,14.1,19,26,1
9380,2022-01-26 20:00:00,0.0,81.0,1025.2,9.9,8.4,6.8,9.9,25.46,9.77,20,26,1
9381,2022-01-26 21:00:00,0.0,84.0,1024.8,10.0,8.8,7.4,10.3,21.0,9.21,21,26,1
9382,2022-01-26 22:00:00,0.0,86.0,1024.4,10.1,9.1,8.0,10.7,20.41,7.73,22,26,1
9383,2022-01-26 23:00:00,0.0,89.0,1024.4,10.2,9.4,8.6,11.1,7.5,5.02,23,26,1
9384,2022-01-27 00:00:00,0.1,94.0,1024.2,9.8,9.4,8.9,11.4,4.96,3.6,0,27,1
9385,2022-01-27 01:00:00,0.1,95.0,1024.3,10.3,9.9,9.6,11.9,2.84,2.42,1,27,1
9386,2022-01-27 02:00:00,0.1,96.0,1024.3,10.4,10.1,9.8,12.1,1.73,1.43,2,27,1
9387,2022-01-27 03:00:00,0.3,97.0,1024.5,10.4,10.2,10.0,12.2,1.52,1.18,3,27,1
9388,2022-01-27 04:00:00,0.0,95.0,1024.4,10.2,9.9,9.5,11.9,1.32,0.81,4,27,1
9389,2022-01-27 05:00:00,0.0,93.0,1024.9,9.6,9.1,8.6,11.2,1.81,0.87,5,27,1
9390,2022-01-27 06:00:00,0.0,91.0,1025.3,9.2,8.6,7.9,10.7,3.92,2.22,6,27,1
9391,2022-01-27 07:00:00,0.1,90.0,1026.3,9.1,8.4,7.6,10.4,6.12,3.42,7,27,1
9392,2022-01-27 08:00:00,0.0,79.0,1027.6,9.1,7.6,5.8,9.2,5.72,3.48,8,27,1
9393,2022-01-27 09:00:00,0.0,87.0,1028.4,9.0,8.1,7.1,10.1,9.27,5.32,9,27,1
9394,2022-01-27 10:00:00,0.0,89.0,1029.3,8.8,8.0,7.2,10.1,12.35,6.36,10,27,1
9395,2022-01-27 11:00:00,0.0,85.0,1030.0,9.2,8.1,6.8,9.9,10.29,5.24,11,27,1
9396,2022-01-27 12:00:00,0.0,77.0,1030.3,10.2,8.5,6.5,9.7,11.38,5.17,12,27,1
9397,2022-01-27 13:00:00,0.0,73.0,1030.7,10.4,8.3,5.9,9.3,11.72,3.99,13,27,1
9398,2022-01-27 14:00:00,0.0,72.0,1030.8,10.7,8.5,5.9,9.3,19.95,5.41,14,27,1
9399,2022-01-27 15:00:00,0.0,75.0,1031.1,10.4,8.5,6.3,9.5,22.9,6.65,15,27,1
9400,2022-01-27 16:00:00,0.0,78.0,1031.9,9.9,8.3,6.4,9.6,16.15,5.37,16,27,1
9401,2022-01-27 17:00:00,0.0,76.0,1032.4,9.2,7.5,5.3,8.9,13.96,5.52,17,27,1
9402,2022-01-27 18:00:00,0.0,83.0,1033.2,7.4,6.2,4.7,8.5,19.12,8.71,18,27,1
9403,2022-01-27 19:00:00,0.0,77.0,1033.7,7.6,6.0,3.9,8.1,37.35,16.98,19,27,1
9404,2022-01-27 20:00:00,0.0,83.0,1033.8,6.4,5.4,3.9,8.1,22.94,14.95,20,27,1
9405,2022-01-27 21:00:00,0.0,87.0,1034.1,4.8,4.0,2.9,7.5,22.38,13.18,21,27,1
9406,2022-01-27 22:00:00,0.0,91.0,1034.8,3.0,2.5,1.8,6.9,34.62,21.92,22,27,1
9407,2022-01-27 23:00:00,0.0,91.0,1035.3,3.4,2.9,2.1,7.1,42.4,33.6,23,27,1
9408,2022-01-28 00:00:00,0.0,93.0,1035.3,2.9,2.6,2.0,7.1,36.61,28.97,0,28,1
9409,2022-01-28 01:00:00,0.0,94.0,1035.3,3.8,3.5,2.9,7.5,31.92,25.52,1,28,1
9410,2022-01-28 02:00:00,0.0,93.0,1034.4,4.4,4.0,3.4,7.8,28.89,24.98,2,28,1
9411,2022-01-28 03:00:00,0.0,93.0,1034.2,4.2,3.8,3.2,7.7,11.37,8.47,3,28,1
9412,2022-01-28 04:00:00,0.0,95.0,1034.2,3.3,3.0,2.6,7.3,10.56,8.32,4,28,1
9413,2022-01-28 05:00:00,0.0,94.0,1033.5,4.4,4.0,3.6,7.9,12.37,10.28,5,28,1
9414,2022-01-28 06:00:00,0.0,89.0,1032.9,6.7,6.1,5.2,8.8,6.4,4.1,6,28,1
9415,2022-01-28 07:00:00,0.0,83.0,1032.4,7.8,6.6,5.2,8.8,7.24,4.54,7,28,1
9416,2022-01-28 08:00:00,0.0,88.0,1032.1,7.8,7.0,6.0,9.4,6.52,5.19,8,28,1
9417,2022-01-28 09:00:00,0.0,90.0,1031.9,8.5,7.8,7.0,10.0,8.89,5.75,9,28,1
9418,2022-01-28 10:00:00,0.0,87.0,1031.3,9.3,8.4,7.3,10.2,8.86,4.88,10,28,1
9419,2022-01-28 11:00:00,0.0,85.0,1030.7,10.5,9.4,8.2,10.9,6.91,3.32,11,28,1
9420,2022-01-28 12:00:00,0.0,83.0,1030.2,11.3,9.9,8.6,11.2,11.26,3.14,12,28,1
9421,2022-01-28 13:00:00,0.0,82.0,1029.8,12.0,10.6,9.2,11.6,11.41,3.04,13,28,1
9422,2022-01-28 14:00:00,0.0,82.0,1028.7,12.4,10.9,9.4,11.8,12.98,3.02,14,28,1
9423,2022-01-28 15:00:00,0.0,86.0,1028.1,12.0,10.9,9.8,12.1,11.24,2.9,15,28,1
9424,2022-01-28 16:00:00,0.0,85.0,1028.2,11.5,10.3,9.1,11.6,8.18,2.86,16,28,1
9425,2022-01-28 17:00:00,0.0,78.0,1028.3,11.0,9.2,7.3,10.2,8.61,3.7,17,28,1
9426,2022-01-28 18:00:00,0.0,83.0,1028.1,10.8,9.5,8.1,10.8,8.9,4.33,18,28,1
9428,2022-01-28 20:00:00,0.0,85.0,1027.5,11.0,9.8,8.7,11.2,6.31,3.97,20,28,1
9429,2022-01-28 21:00:00,0.0,84.0,1027.5,11.3,10.1,8.8,11.4,5.39,3.58,21,28,1
9430,2022-01-28 22:00:00,0.0,83.0,1027.6,11.4,10.1,8.7,11.3,3.9,2.23,22,28,1
9431,2022-01-28 23:00:00,0.0,85.0,1027.2,11.2,10.0,8.8,11.3,3.68,1.8,23,28,1
9432,2022-01-29 00:00:00,0.0,84.0,1026.8,11.4,10.1,8.9,11.4,2.54,1.59,0,29,1
9433,2022-01-29 01:00:00,0.0,90.0,1026.5,10.8,10.0,9.3,11.7,1.55,0.88,1,29,1
9434,2022-01-29 02:00:00,0.0,82.0,1025.9,11.2,9.7,8.2,10.9,4.18,2.13,2,29,1
9435,2022-01-29 03:00:00,0.0,77.0,1025.5,11.9,10.0,8.1,10.8,12.06,5.03,3,29,1
9436,2022-01-29 04:00:00,0.0,79.0,1024.9,11.8,10.1,8.3,11.0,12.33,6.17,4,29,1
9437,2022-01-29 05:00:00,0.0,79.0,1024.7,11.7,10.1,8.4,11.0,10.98,5.18,5,29,1
9438,2022-01-29 06:00:00,0.0,77.0,1023.9,12.0,10.2,8.3,10.9,11.71,5.66,6,29,1
9439,2022-01-29 07:00:00,0.0,77.0,1023.4,12.0,10.1,8.2,10.8,15.52,7.09,7,29,1
9440,2022-01-29 08:00:00,0.0,87.0,1023.6,11.4,10.4,9.5,11.8,10.35,4.55,8,29,1
9441,2022-01-29 09:00:00,0.1,92.0,1024.3,11.2,10.6,10.1,12.3,5.12,2.91,9,29,1
9442,2022-01-29 10:00:00,0.0,74.0,1026.5,9.6,7.7,5.4,9.0,11.68,6.9,10,29,1
9443,2022-01-29 11:00:00,0.0,67.0,1027.8,10.4,7.8,4.6,8.5,23.48,13.27,11,29,1
9444,2022-01-29 12:00:00,0.0,64.0,1028.8,10.8,7.8,4.2,8.3,26.65,13.9,12,29,1
9445,2022-01-29 13:00:00,0.0,59.0,1029.4,10.7,7.3,3.0,7.6,25.55,11.79,13,29,1
9446,2022-01-29 14:00:00,0.0,59.0,1030.3,10.2,7.0,2.7,7.4,21.02,10.25,14,29,1
9448,2022-01-29 16:00:00,0.0,62.0,1031.9,9.3,6.4,2.5,7.3,19.01,9.7,16,29,1
9449,2022-01-29 17:00:00,0.0,59.0,1032.4,7.9,4.9,0.5,6.3,18.83,9.74,17,29,1
9450,2022-01-29 18:00:00,0.0,68.0,1033.6,7.0,4.8,1.6,6.8,22.97,12.18,18,29,1
