,datetime,temp,wetb,dewpt,vappr,pm2.5(ug/m3),pm10(ug/m3)
5706,2022-06-25 18:00:00,16.1,11.6,7.0,10.0,0.21,0.48
5707,2022-06-25 19:00:00,13.9,10.4,6.6,9.8,0.26,0.49
5708,2022-06-25 20:00:00,12.6,10.1,7.5,10.3,0.19,0.47
5709,2022-06-25 21:00:00,12.4,9.8,6.9,10.0,0.23,0.55
5710,2022-06-25 22:00:00,12.3,10.0,7.5,10.4,0.26,0.69
5711,2022-06-25 23:00:00,12.5,9.9,7.3,10.2,0.14,0.53
5712,2022-06-26 00:00:00,12.7,10.3,7.8,10.6,0.14,0.29
5713,2022-06-26 01:00:00,12.3,10.6,8.9,11.4,0.0,0.0
5714,2022-06-26 02:00:00,12.0,11.1,10.2,12.4,0.0,0.0
5715,2022-06-26 03:00:00,11.9,11.3,10.8,13.0,0.0,0.0
5716,2022-06-26 04:00:00,11.4,10.8,10.3,12.5,0.0,0.0
5717,2022-06-26 05:00:00,11.4,10.7,10.1,12.3,0.0,0.0
5718,2022-06-26 06:00:00,11.4,10.8,10.2,12.5,0.08,0.08
5719,2022-06-26 07:00:00,12.2,11.3,10.5,12.7,0.17,0.17
5720,2022-06-26 08:00:00,12.8,11.6,10.5,12.7,0.0,0.0
5721,2022-06-26 09:00:00,14.3,12.4,10.8,12.9,0.06,0.16
5722,2022-06-26 10:00:00,15.6,12.9,10.5,12.7,0.0,0.0
5723,2022-06-26 11:00:00,17.0,13.8,11.1,13.2,1.92,1.94
5724,2022-06-26 12:00:00,17.9,14.4,11.6,13.7,0.0,0.0
5725,2022-06-26 13:00:00,18.0,15.2,13.1,15.1,0.11,0.11
5726,2022-06-26 14:00:00,18.1,14.4,11.3,13.4,0.08,0.17
5727,2022-06-26 15:00:00,16.5,14.4,12.7,14.7,0.17,0.33
5728,2022-06-26 16:00:00,14.5,13.3,12.2,14.3,0.44,0.64
5729,2022-06-26 17:00:00,16.5,14.6,13.2,15.1,0.97,1.3
5730,2022-06-26 18:00:00,16.8,13.3,10.2,12.5,0.77,1.13
5731,2022-06-26 19:00:00,15.1,12.1,9.3,11.7,0.61,0.96
5732,2022-06-26 20:00:00,14.2,11.6,9.2,11.6,1.6,2.08
5733,2022-06-26 21:00:00,12.3,11.5,10.8,13.0,0.92,1.32
5734,2022-06-26 22:00:00,11.8,11.3,10.9,13.0,0.94,1.34
5735,2022-06-26 23:00:00,11.7,11.1,10.6,12.8,0.27,0.61
5736,2022-06-27 00:00:00,11.4,10.7,10.0,12.3,0.3,0.76
5737,2022-06-27 01:00:00,10.8,10.1,9.4,11.8,0.23,0.71
5738,2022-06-27 02:00:00,10.7,9.7,8.7,11.3,0.19,0.58
5739,2022-06-27 03:00:00,10.1,9.3,8.4,11.0,0.55,1.21
5740,2022-06-27 04:00:00,9.4,8.6,7.7,10.5,0.69,1.36
5741,2022-06-27 05:00:00,9.0,8.1,7.2,10.1,0.58,1.12
5742,2022-06-27 06:00:00,10.0,8.8,7.4,10.3,0.41,0.86
5743,2022-06-27 07:00:00,11.4,9.8,8.0,10.8,0.32,0.76
5744,2022-06-27 08:00:00,13.1,10.9,8.6,11.2,0.17,0.49
5745,2022-06-27 09:00:00,14.3,10.8,7.3,10.2,0.15,0.43
5746,2022-06-27 10:00:00,14.9,11.0,7.1,10.1,0.21,0.51
5747,2022-06-27 11:00:00,14.0,10.3,6.4,9.6,0.16,0.39
5748,2022-06-27 12:00:00,15.4,11.2,7.0,10.0,0.09,0.34
5749,2022-06-27 13:00:00,16.7,12.0,7.3,10.2,0.14,0.38
5750,2022-06-27 14:00:00,16.3,11.8,7.3,10.2,0.09,0.28
5751,2022-06-27 15:00:00,16.7,12.1,7.5,10.3,0.08,0.23
5752,2022-06-27 16:00:00,16.2,11.8,7.5,10.3,0.36,0.68
5753,2022-06-27 17:00:00,15.4,11.9,8.5,11.1,0.55,1.04
5754,2022-06-27 18:00:00,15.2,11.7,8.2,10.9,0.48,0.93
5755,2022-06-27 19:00:00,14.3,11.2,8.1,10.8,0.63,1.17
5756,2022-06-27 20:00:00,14.0,11.2,8.4,11.0,0.74,1.38
5757,2022-06-27 21:00:00,13.9,10.9,8.0,10.7,0.88,1.6
5758,2022-06-27 22:00:00,14.1,11.4,8.7,11.3,0.85,1.52
5759,2022-06-27 23:00:00,14.0,11.7,9.6,12.0,0.61,1.18
5760,2022-06-28 00:00:00,13.6,11.8,10.2,12.5,0.88,1.52
5761,2022-06-28 01:00:00,14.2,12.2,10.5,12.7,0.41,0.87
5762,2022-06-28 02:00:00,14.1,12.3,10.6,12.8,0.08,0.28
5763,2022-06-28 03:00:00,14.6,12.4,10.5,12.7,0.09,0.28
5764,2022-06-28 04:00:00,14.6,12.5,10.5,12.7,0.09,0.21
5765,2022-06-28 05:00:00,14.1,12.5,11.2,13.3,0.07,0.18
5766,2022-06-28 06:00:00,13.9,12.8,11.9,14.0,0.08,0.08
5767,2022-06-28 07:00:00,14.4,13.3,12.3,14.3,0.25,0.33
5768,2022-06-28 08:00:00,14.4,13.5,12.8,14.8,0.12,0.18
5769,2022-06-28 09:00:00,14.7,13.8,13.1,15.1,0.0,0.0
5770,2022-06-28 10:00:00,15.8,14.6,13.6,15.6,0.07,0.13
5771,2022-06-28 11:00:00,14.4,13.6,13.0,15.0,0.09,0.22
5772,2022-06-28 12:00:00,16.8,14.2,12.2,14.2,0.78,1.22
5773,2022-06-28 13:00:00,18.2,14.3,11.0,13.2,0.87,1.4
5774,2022-06-28 14:00:00,18.3,14.2,10.8,12.9,0.45,0.8
5775,2022-06-28 15:00:00,18.8,14.6,11.1,13.2,0.48,0.96
5776,2022-06-28 16:00:00,18.2,14.1,10.7,12.8,0.6,1.14
5777,2022-06-28 17:00:00,18.8,14.2,10.3,12.6,0.3,0.74
5778,2022-06-28 18:00:00,17.3,13.4,9.9,12.2,0.36,0.81
5779,2022-06-28 19:00:00,16.3,12.9,9.7,12.1,0.26,0.55
5780,2022-06-28 20:00:00,15.7,12.6,9.8,12.1,0.22,0.54
5781,2022-06-28 21:00:00,14.9,11.9,9.0,11.5,0.22,0.57
5782,2022-06-28 22:00:00,13.9,11.2,8.5,11.1,0.18,0.46
5783,2022-06-28 23:00:00,13.5,11.0,8.5,11.1,0.4,0.73
5784,2022-06-29 00:00:00,13.0,10.9,8.9,11.4,0.46,0.85
5785,2022-06-29 01:00:00,12.7,10.9,9.2,11.6,0.42,0.77
5786,2022-06-29 02:00:00,12.2,10.6,9.2,11.6,0.2,0.53
5787,2022-06-29 03:00:00,11.5,10.2,9.0,11.5,0.44,0.84
5788,2022-06-29 04:00:00,12.3,11.0,9.7,12.0,0.54,0.93
5789,2022-06-29 05:00:00,12.4,11.0,9.6,12.0,0.43,0.78
5790,2022-06-29 06:00:00,12.7,11.3,9.9,12.2,0.52,0.87
5791,2022-06-29 07:00:00,13.0,11.4,9.9,12.2,0.47,0.78
5792,2022-06-29 08:00:00,15.2,12.6,10.3,12.5,0.35,0.56
5793,2022-06-29 09:00:00,14.7,12.3,10.1,12.4,0.37,0.66
5794,2022-06-29 10:00:00,16.3,12.8,9.5,11.9,0.11,0.26
5795,2022-06-29 11:00:00,17.9,13.2,9.0,11.5,0.07,0.18
5796,2022-06-29 12:00:00,17.8,12.8,8.1,10.8,0.14,0.25
5797,2022-06-29 13:00:00,18.8,13.3,8.2,10.9,0.2,0.37
5798,2022-06-29 14:00:00,18.8,13.1,7.7,10.5,0.21,0.34
5799,2022-06-29 15:00:00,17.0,13.3,10.1,12.3,0.22,0.37
5800,2022-06-29 16:00:00,17.3,13.2,9.5,11.9,0.12,0.24
5801,2022-06-29 17:00:00,18.1,13.9,10.4,12.6,0.11,0.24
5802,2022-06-29 18:00:00,18.6,14.1,10.3,12.5,0.33,0.44
5803,2022-06-29 19:00:00,17.1,13.2,9.7,12.1,0.14,0.27
5804,2022-06-29 20:00:00,15.6,12.6,10.0,12.3,0.24,0.42
5805,2022-06-29 21:00:00,14.2,12.1,10.2,12.4,0.35,0.5
5806,2022-06-29 22:00:00,13.5,11.9,10.5,12.7,1.05,1.31
5807,2022-06-29 23:00:00,13.3,12.1,11.0,13.1,1.26,1.55
5808,2022-06-30 00:00:00,13.1,12.1,11.2,13.3,2.71,3.18
5809,2022-06-30 01:00:00,12.9,12.0,11.2,13.3,0.98,1.27
5810,2022-06-30 02:00:00,12.7,12.0,11.3,13.4,1.11,1.38
5811,2022-06-30 03:00:00,12.3,11.8,11.3,13.4,1.93,2.24
5812,2022-06-30 04:00:00,12.0,11.4,10.9,13.0,1.21,1.5
5813,2022-06-30 05:00:00,11.9,11.4,11.0,13.1,1.06,1.32
5814,2022-06-30 06:00:00,12.2,11.9,11.6,13.6,1.43,1.7
5815,2022-06-30 07:00:00,12.2,11.9,11.6,13.6,1.64,2.02
5816,2022-06-30 08:00:00,12.5,12.2,11.8,13.9,1.72,2.06
5817,2022-06-30 09:00:00,13.8,13.0,12.3,14.3,1.18,1.45
5818,2022-06-30 10:00:00,15.7,13.9,12.3,14.3,0.88,1.14
5819,2022-06-30 11:00:00,16.3,13.1,10.3,12.6,0.81,1.04
5820,2022-06-30 12:00:00,16.7,13.5,10.8,13.0,0.88,1.19
5821,2022-06-30 13:00:00,15.0,13.2,11.6,13.6,0.73,0.9
5822,2022-06-30 14:00:00,17.1,13.8,11.0,13.1,0.66,0.89
5823,2022-06-30 15:00:00,17.4,13.3,9.7,12.0,0.46,0.68
5824,2022-06-30 16:00:00,17.7,14.0,10.8,12.9,0.83,1.1
5825,2022-06-30 17:00:00,17.6,13.1,8.8,11.3,0.54,0.85
5826,2022-06-30 18:00:00,16.5,13.2,10.2,12.4,0.48,0.73
5827,2022-06-30 19:00:00,15.4,12.4,9.6,12.0,1.25,1.68
5828,2022-06-30 20:00:00,15.0,12.4,10.1,12.3,0.51,0.82
5829,2022-06-30 21:00:00,14.4,12.1,10.0,12.3,1.38,1.8
5830,2022-06-30 22:00:00,13.7,11.9,10.3,12.5,2.03,2.52
5831,2022-06-30 23:00:00,13.2,11.7,10.3,12.5,0.71,1.0
5832,2022-01-07 00:00:00,12.9,11.5,10.2,12.5,0.84,1.29
5833,2022-01-07 01:00:00,12.6,11.5,10.4,12.6,0.12,0.36
5834,2022-01-07 02:00:00,12.4,11.5,10.6,12.8,0.1,0.29
5835,2022-01-07 03:00:00,12.6,11.7,10.9,13.1,0.09,0.34
5836,2022-01-07 04:00:00,12.2,11.5,10.8,13.0,0.15,0.56
5837,2022-01-07 05:00:00,12.4,11.7,11.1,13.2,0.09,0.32
5838,2022-01-07 06:00:00,12.4,11.9,11.5,13.5,0.15,0.5
5839,2022-01-07 07:00:00,12.4,12.1,11.7,13.8,1.28,2.01
5840,2022-01-07 08:00:00,13.6,12.7,12.0,14.0,2.52,3.46
5841,2022-01-07 09:00:00,14.7,12.6,10.7,12.9,1.06,1.72
5842,2022-01-07 10:00:00,15.9,13.1,10.6,12.8,1.65,2.46
5843,2022-01-07 11:00:00,16.0,12.2,8.6,11.2,3.13,3.94
5844,2022-01-07 12:00:00,17.2,13.3,9.9,12.2,4.23,5.11
5845,2022-01-07 13:00:00,16.9,12.7,8.8,11.3,1.57,1.89
5846,2022-01-07 14:00:00,15.5,12.8,10.3,12.5,5.18,5.93
5847,2022-01-07 15:00:00,15.1,12.9,10.9,13.1,9.5,10.73
5848,2022-01-07 16:00:00,16.4,14.3,12.7,14.7,12.01,13.69
5849,2022-01-07 17:00:00,17.4,15.0,13.2,15.2,12.52,14.16
5850,2022-01-07 18:00:00,16.4,14.7,13.4,15.3,13.89,16.07
5851,2022-01-07 19:00:00,16.1,14.8,13.8,15.8,15.35,17.55
5852,2022-01-07 20:00:00,14.9,14.4,14.1,16.1,19.26,22.23
5853,2022-01-07 21:00:00,13.6,13.2,12.9,14.8,14.86,16.9
5854,2022-01-07 22:00:00,13.2,12.8,12.5,14.5,11.08,12.58
5855,2022-01-07 23:00:00,12.0,11.5,11.0,13.1,10.1,12.24
5856,2022-02-07 00:00:00,10.6,10.3,9.9,12.2,0.0,0.0
5857,2022-02-07 01:00:00,9.8,9.5,9.2,11.6,0.0,0.0
5858,2022-02-07 02:00:00,10.8,10.4,10.0,12.3,0.0,0.0
5859,2022-02-07 03:00:00,11.3,10.7,10.1,12.4,0.0,0.0
5860,2022-02-07 04:00:00,11.1,10.4,9.7,12.0,0.0,0.0
5861,2022-02-07 05:00:00,11.1,10.4,9.7,12.0,0.0,0.0
5862,2022-02-07 06:00:00,12.2,11.1,10.0,12.2,0.0,0.0
5863,2022-02-07 07:00:00,13.1,11.7,10.4,12.6,0.0,0.0
5864,2022-02-07 08:00:00,14.1,12.3,10.7,12.9,0.0,0.0
5865,2022-02-07 09:00:00,14.4,12.1,10.0,12.3,0.0,0.0
5866,2022-02-07 10:00:00,14.4,12.6,10.9,13.1,0.0,0.0
5867,2022-02-07 11:00:00,16.9,13.2,10.0,12.3,0.0,0.0
5868,2022-02-07 12:00:00,18.0,13.6,9.7,12.0,0.0,0.0
5869,2022-02-07 13:00:00,17.9,13.5,9.5,11.9,0.0,0.0
5870,2022-02-07 14:00:00,17.6,14.3,11.6,13.7,0.0,0.0
5871,2022-02-07 15:00:00,17.2,15.1,13.5,15.4,0.0,0.0
5872,2022-02-07 16:00:00,17.8,14.3,11.4,13.5,0.0,0.0
5873,2022-02-07 17:00:00,19.7,15.3,11.7,13.8,0.0,0.0
5874,2022-02-07 18:00:00,17.9,13.9,10.4,12.6,0.0,0.0
5875,2022-02-07 19:00:00,16.0,14.5,13.3,15.3,0.0,0.0
5876,2022-02-07 20:00:00,14.8,14.0,13.3,15.3,0.0,0.0
5877,2022-02-07 21:00:00,13.7,13.0,12.4,14.4,0.0,0.0
5878,2022-02-07 22:00:00,13.6,12.9,12.3,14.3,0.0,0.0
5879,2022-02-07 23:00:00,13.0,12.6,12.2,14.2,0.0,0.0
5880,2022-03-07 00:00:00,12.6,12.0,11.5,13.6,0.0,0.0
5881,2022-03-07 01:00:00,11.8,11.3,10.8,13.0,0.0,0.0
5882,2022-03-07 02:00:00,11.3,10.8,10.3,12.5,0.0,0.0
5883,2022-03-07 03:00:00,10.6,10.2,9.8,12.2,0.0,0.0
5884,2022-03-07 04:00:00,10.9,10.5,10.0,12.3,0.0,0.0
5885,2022-03-07 05:00:00,11.2,10.5,9.8,12.1,0.0,0.0
5886,2022-03-07 06:00:00,12.4,11.3,10.3,12.5,0.0,0.0
5887,2022-03-07 07:00:00,12.9,11.4,10.0,12.3,0.0,0.0
5888,2022-03-07 08:00:00,13.6,11.8,10.2,12.4,0.0,0.0
5889,2022-03-07 09:00:00,14.3,12.1,10.2,12.4,0.0,0.0
5890,2022-03-07 10:00:00,14.7,12.2,9.9,12.2,0.0,0.0
5891,2022-03-07 11:00:00,14.5,12.6,10.8,13.0,0.0,0.0
5892,2022-03-07 12:00:00,16.5,13.3,10.5,12.7,0.0,0.0
5893,2022-03-07 13:00:00,16.9,12.9,9.3,11.7,0.0,0.0
5894,2022-03-07 14:00:00,16.9,13.2,9.9,12.2,0.0,0.0
5895,2022-03-07 15:00:00,17.9,13.4,9.3,11.8,0.0,0.0
5896,2022-03-07 16:00:00,17.5,13.2,9.3,11.7,0.0,0.0
5897,2022-03-07 17:00:00,16.8,13.2,10.1,12.3,0.0,0.0
5898,2022-03-07 18:00:00,16.4,12.5,8.8,11.3,0.0,0.0
5899,2022-03-07 19:00:00,15.6,12.4,9.6,11.9,0.0,0.0
5900,2022-03-07 20:00:00,14.7,11.6,8.7,11.2,0.0,0.0
5901,2022-03-07 21:00:00,13.7,11.3,9.0,11.4,0.0,0.0
5902,2022-03-07 22:00:00,13.2,11.2,9.4,11.8,0.0,0.0
5903,2022-03-07 23:00:00,12.2,11.1,10.0,12.2,0.0,0.0
5904,2022-04-07 00:00:00,12.0,10.8,9.6,11.9,0.89,1.96
5905,2022-04-07 01:00:00,11.8,10.6,9.5,11.9,0.98,1.99
5906,2022-04-07 02:00:00,12.0,10.8,9.6,12.0,0.3,0.98
5907,2022-04-07 03:00:00,11.8,10.9,10.1,12.4,0.49,1.24
5908,2022-04-07 04:00:00,11.7,10.7,9.8,12.1,0.63,1.43
5909,2022-04-07 05:00:00,11.6,10.5,9.5,11.8,0.65,1.5
5910,2022-04-07 06:00:00,12.4,11.1,9.8,12.1,0.58,1.3
5911,2022-04-07 07:00:00,13.1,11.5,10.0,12.3,0.5,1.24
5912,2022-04-07 08:00:00,12.1,11.3,10.5,12.7,0.28,0.82
5913,2022-04-07 09:00:00,14.5,12.1,9.8,12.1,0.15,0.57
5914,2022-04-07 10:00:00,14.9,11.6,8.6,11.1,0.19,0.54
5915,2022-04-07 11:00:00,15.4,12.0,8.8,11.3,2.97,3.9
5916,2022-04-07 12:00:00,15.4,12.1,9.1,11.5,0.81,1.38
5917,2022-04-07 13:00:00,15.8,12.4,9.3,11.7,1.05,1.71
5918,2022-04-07 14:00:00,17.3,13.0,9.1,11.6,0.57,1.01
5919,2022-04-07 15:00:00,17.4,13.2,9.4,11.8,1.56,2.13
5920,2022-04-07 16:00:00,18.2,13.9,10.3,12.5,2.15,2.84
5921,2022-04-07 17:00:00,18.1,13.8,10.1,12.4,1.94,2.65
5922,2022-04-07 18:00:00,16.8,12.6,8.7,11.3,3.14,3.91
5923,2022-04-07 19:00:00,15.7,12.2,8.9,11.4,7.63,8.56
5924,2022-04-07 20:00:00,14.3,11.3,8.3,11.0,4.99,5.8
5925,2022-04-07 21:00:00,13.4,10.9,8.2,10.9,4.64,5.52
5926,2022-04-07 22:00:00,12.9,10.7,8.6,11.1,3.93,4.83
5927,2022-04-07 23:00:00,13.2,11.0,8.8,11.4,3.9,4.8
5928,2022-05-07 00:00:00,13.0,11.4,9.9,12.2,5.5,6.11
5929,2022-05-07 01:00:00,12.9,11.4,10.1,12.3,7.22,8.08
5930,2022-05-07 02:00:00,12.5,11.7,11.0,13.2,13.34,14.33
5931,2022-05-07 03:00:00,12.5,12.1,11.7,13.7,11.79,12.83
5932,2022-05-07 04:00:00,12.5,12.2,11.9,13.9,6.8,7.9
5933,2022-05-07 05:00:00,12.9,12.6,12.4,14.4,10.46,12.07
5934,2022-05-07 06:00:00,13.6,13.3,13.0,15.0,10.39,11.94
5935,2022-05-07 07:00:00,14.0,13.5,13.0,15.0,7.55,8.77
5936,2022-05-07 08:00:00,15.5,14.3,13.3,15.3,5.07,5.78
5937,2022-05-07 09:00:00,15.9,14.3,13.1,15.0,5.84,6.72
5938,2022-05-07 10:00:00,17.0,14.9,13.2,15.2,5.03,5.84
5939,2022-05-07 11:00:00,17.0,14.9,13.4,15.4,8.51,9.46
5940,2022-05-07 12:00:00,18.2,15.6,13.7,15.7,11.91,13.17
5941,2022-05-07 13:00:00,19.7,16.4,14.1,16.1,10.96,12.3
5942,2022-05-07 14:00:00,19.9,16.5,14.1,16.1,9.44,10.69
5943,2022-05-07 15:00:00,19.4,16.1,13.6,15.6,6.55,7.4
5944,2022-05-07 16:00:00,18.1,15.8,14.2,16.1,5.11,5.87
5945,2022-05-07 17:00:00,18.0,15.8,14.2,16.2,6.39,7.29
5946,2022-05-07 18:00:00,18.1,15.9,14.4,16.4,4.01,4.67
5947,2022-05-07 19:00:00,17.8,16.0,14.8,16.8,5.51,6.24
5948,2022-05-07 20:00:00,17.5,15.8,14.5,16.6,9.38,10.47
5949,2022-05-07 21:00:00,17.0,15.3,14.1,16.1,10.79,12.09
5950,2022-05-07 22:00:00,16.6,15.0,13.8,15.8,11.13,12.39
5951,2022-05-07 23:00:00,16.3,14.7,13.5,15.4,11.18,12.43
5952,2022-06-07 00:00:00,15.8,14.4,13.3,15.3,8.96,9.73
5953,2022-06-07 01:00:00,15.1,14.4,13.8,15.8,6.72,7.36
5954,2022-06-07 02:00:00,14.8,14.0,13.4,15.4,4.41,4.81
5955,2022-06-07 03:00:00,14.7,13.8,13.0,15.0,4.7,5.2
5956,2022-06-07 04:00:00,14.7,13.8,13.0,14.9,6.07,6.65
5957,2022-06-07 05:00:00,14.6,13.6,12.8,14.8,8.69,9.65
5958,2022-06-07 06:00:00,14.9,13.6,12.6,14.6,6.99,7.54
5959,2022-06-07 07:00:00,15.2,13.9,12.8,14.8,4.78,5.21
5960,2022-06-07 08:00:00,16.5,14.5,13.0,15.0,5.21,5.73
5961,2022-06-07 09:00:00,17.7,15.1,13.1,15.1,6.08,6.56
5962,2022-06-07 10:00:00,18.3,15.7,13.7,15.7,7.03,7.73
5963,2022-06-07 11:00:00,19.9,16.5,13.9,15.9,7.94,8.67
5964,2022-06-07 12:00:00,19.4,16.5,14.3,16.3,7.97,8.64
5965,2022-06-07 13:00:00,19.8,16.7,14.6,16.6,7.83,8.46
5966,2022-06-07 14:00:00,20.1,16.8,14.5,16.5,7.55,8.25
5967,2022-06-07 15:00:00,20.9,17.4,15.0,17.0,4.28,4.73
5968,2022-06-07 16:00:00,19.5,16.5,14.4,16.4,3.07,3.38
5969,2022-06-07 17:00:00,18.9,16.2,14.4,16.4,12.92,14.08
5970,2022-06-07 18:00:00,18.6,16.4,14.9,16.9,7.35,7.93
5971,2022-06-07 19:00:00,17.6,15.8,14.5,16.5,8.86,9.62
5972,2022-06-07 20:00:00,16.4,15.2,14.3,16.3,8.03,8.73
5973,2022-06-07 21:00:00,16.0,14.7,13.8,15.7,4.23,4.7
5974,2022-06-07 22:00:00,15.6,14.4,13.4,15.4,0.42,0.55
5975,2022-06-07 23:00:00,15.3,14.2,13.3,15.3,0.0,0.0
5976,2022-07-07 00:00:00,14.5,13.4,12.4,14.4,1.56,1.97
5977,2022-07-07 01:00:00,14.0,13.0,12.1,14.1,1.25,1.64
5978,2022-07-07 02:00:00,14.1,12.9,11.9,13.9,0.31,0.5
5979,2022-07-07 03:00:00,14.2,13.1,12.3,14.3,0.2,0.39
5980,2022-07-07 04:00:00,14.2,13.2,12.4,14.4,0.09,0.21
5981,2022-07-07 05:00:00,14.2,13.2,12.3,14.3,0.1,0.28
5982,2022-07-07 06:00:00,14.3,13.2,12.3,14.3,0.15,0.25
5983,2022-07-07 07:00:00,15.1,13.6,12.4,14.4,0.13,0.2
5984,2022-07-07 08:00:00,16.2,14.3,12.7,14.7,0.27,0.38
5985,2022-07-07 09:00:00,18.2,15.4,13.4,15.3,0.17,0.24
5986,2022-07-07 10:00:00,20.0,16.3,13.7,15.6,0.24,0.34
5987,2022-07-07 11:00:00,21.4,17.3,14.5,16.5,0.42,0.53
5988,2022-07-07 12:00:00,21.8,17.9,15.3,17.4,0.93,1.05
5989,2022-07-07 13:00:00,21.3,18.2,16.2,18.4,0.86,0.98
5990,2022-07-07 14:00:00,22.3,18.4,15.9,18.1,1.09,1.27
5991,2022-07-07 15:00:00,22.3,17.2,13.6,15.6,1.48,1.68
5992,2022-07-07 16:00:00,22.3,17.8,14.7,16.8,1.67,1.84
5993,2022-07-07 17:00:00,23.1,18.5,15.5,17.6,0.74,0.86
5994,2022-07-07 18:00:00,23.3,18.0,14.4,16.4,0.26,0.38
5995,2022-07-07 19:00:00,21.7,16.7,12.9,14.9,0.13,0.2
5996,2022-07-07 20:00:00,20.1,16.2,13.3,15.3,0.0,0.0
5997,2022-07-07 21:00:00,17.7,15.7,14.2,16.1,1.32,1.52
5998,2022-07-07 22:00:00,16.1,14.9,13.9,15.9,1.38,1.63
5999,2022-07-07 23:00:00,17.1,15.4,14.1,16.1,1.08,1.28
6000,2022-07-13 00:00:00,13.7,11.7,9.9,12.2,1.14,1.62
6001,2022-07-13 01:00:00,13.2,11.2,9.3,11.7,0.82,1.13
6002,2022-07-13 02:00:00,12.5,11.0,9.5,11.9,0.55,0.86
6003,2022-07-13 03:00:00,11.7,10.4,9.0,11.5,0.7,1.0
6004,2022-07-13 04:00:00,11.0,9.9,8.7,11.3,2.96,3.75
6005,2022-07-13 05:00:00,10.2,9.4,8.6,11.2,0.52,0.8
6006,2022-07-13 06:00:00,12.3,10.8,9.3,11.8,0.34,0.57
6007,2022-07-13 07:00:00,14.3,11.7,9.3,11.7,0.13,0.27
6008,2022-07-13 08:00:00,15.9,12.6,9.5,11.9,0.17,0.27
6009,2022-07-13 09:00:00,16.4,12.7,9.3,11.7,0.22,0.36
6010,2022-07-13 10:00:00,17.4,12.8,8.6,11.2,0.19,0.33
6011,2022-07-13 11:00:00,18.0,13.7,9.9,12.2,0.23,0.32
6012,2022-07-13 12:00:00,19.3,14.4,10.1,12.4,0.29,0.44
6013,2022-07-13 13:00:00,19.0,14.0,9.6,12.0,0.43,0.58
6014,2022-07-13 14:00:00,19.0,14.1,9.7,12.0,0.43,0.59
6015,2022-07-13 15:00:00,19.3,14.0,9.4,11.8,0.5,0.69
6016,2022-07-13 16:00:00,21.3,14.7,9.1,11.6,0.31,0.46
6017,2022-07-13 17:00:00,19.9,14.3,9.3,11.7,0.53,0.73
6018,2022-07-13 18:00:00,19.6,14.5,10.1,12.4,1.21,1.44
6019,2022-07-13 19:00:00,18.4,14.3,10.9,13.1,1.41,1.72
6020,2022-07-13 20:00:00,16.7,12.9,9.6,11.9,2.29,2.68
6021,2022-07-13 21:00:00,14.9,12.5,10.4,12.6,3.22,3.74
6022,2022-07-13 22:00:00,13.8,11.9,10.2,12.5,3.0,3.47
6023,2022-07-13 23:00:00,12.7,11.0,9.4,11.8,2.77,3.32
6024,2022-07-14 00:00:00,11.7,10.3,8.9,11.4,3.41,4.11
6025,2022-07-14 01:00:00,11.2,10.0,8.8,11.4,2.79,3.36
6026,2022-07-14 02:00:00,11.2,10.1,8.9,11.4,2.13,2.66
6027,2022-07-14 03:00:00,11.2,10.2,9.1,11.6,2.32,2.93
6028,2022-07-14 04:00:00,10.8,9.9,9.1,11.6,4.13,4.94
6029,2022-07-14 05:00:00,10.7,10.0,9.3,11.7,2.95,3.66
6030,2022-07-14 06:00:00,12.4,11.5,10.6,12.7,2.05,2.6
6031,2022-07-14 07:00:00,14.4,12.4,10.7,12.8,1.41,1.88
6032,2022-07-14 08:00:00,15.9,12.9,10.2,12.5,0.64,1.01
6033,2022-07-14 09:00:00,16.9,13.5,10.6,12.8,0.46,0.74
6034,2022-07-14 10:00:00,17.2,13.3,9.8,12.1,0.2,0.38
6035,2022-07-14 11:00:00,17.8,13.3,9.2,11.6,0.13,0.29
6036,2022-07-14 12:00:00,18.7,13.9,9.7,12.1,0.21,0.38
6037,2022-07-14 13:00:00,19.5,14.6,10.5,12.7,0.25,0.42
6038,2022-07-14 14:00:00,19.5,14.6,10.3,12.6,0.31,0.47
6039,2022-07-14 15:00:00,19.6,14.3,9.7,12.0,0.4,0.53
6040,2022-07-14 16:00:00,20.2,14.6,10.0,12.2,0.49,0.65
6041,2022-07-14 17:00:00,20.7,14.8,9.8,12.1,0.81,0.97
6042,2022-07-14 18:00:00,19.0,13.9,9.5,11.8,1.6,1.94
6043,2022-07-14 19:00:00,18.2,14.5,11.4,13.4,1.97,2.36
6044,2022-07-14 20:00:00,17.3,14.2,11.6,13.7,2.72,3.17
6045,2022-07-14 21:00:00,16.0,13.6,11.6,13.7,3.19,3.67
6046,2022-07-14 22:00:00,15.2,13.3,11.7,13.7,4.47,5.06
6047,2022-07-14 23:00:00,15.6,13.5,11.8,13.8,3.83,4.44
6048,2022-07-15 00:00:00,15.0,13.2,11.7,13.8,4.13,4.71
6049,2022-07-15 01:00:00,13.5,12.4,11.4,13.4,3.98,4.49
6050,2022-07-15 02:00:00,13.7,12.6,11.6,13.6,3.66,4.19
6051,2022-07-15 03:00:00,14.6,13.0,11.7,13.8,3.26,3.67
6052,2022-07-15 04:00:00,14.5,13.0,11.7,13.7,3.7,4.17
6053,2022-07-15 05:00:00,14.5,13.1,11.9,13.9,3.91,4.38
